uno;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos;dos
17018;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8440;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17019;05/02/2021;28/02/2021;49137;0;0;3992;53129;;;due;8441;26;;3;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;8129
17020;05/02/2021;28/02/2021;58008;0;0;3992;62000;;;due;8442;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;7000
17021;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8443;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17022;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8444;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17023;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8445;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17024;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8446;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17025;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8447;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
17026;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8448;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17027;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8449;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17028;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8450;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17029;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8451;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17030;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8452;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17031;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8453;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17032;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8454;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17033;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8455;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
17034;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8456;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17035;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8457;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17036;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8458;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17037;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8459;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17038;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;8460;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;25000
17039;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8461;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17040;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8462;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17041;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8463;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17042;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;8464;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
17043;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8465;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17044;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8466;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17045;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8467;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17046;05/02/2021;28/02/2021;85105;0;0;3992;89097;;;due;8468;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;34097
17047;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8469;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17048;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8470;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17049;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;8471;26;;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;0
17050;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8472;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17051;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8473;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17052;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8474;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17053;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8475;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17054;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8476;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17055;05/02/2021;28/02/2021;106008;0;0;3992;110000;;;due;8477;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;55000
17056;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8478;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17057;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8479;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17058;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;8480;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;12000
17059;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8481;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17060;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8482;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17061;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8483;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17062;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8484;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17063;05/02/2021;28/02/2021;53008;0;0;3992;57000;;;due;8485;26;;3;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;12000
17064;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8486;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17065;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8487;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17066;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8488;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17067;05/02/2021;28/02/2021;82782;0;0;3992;86774;;;due;8489;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;31774
17068;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8490;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17069;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;8491;26;;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;0
17070;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8492;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17071;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8493;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17072;05/02/2021;28/02/2021;46008;0;0;3992;50000;Cash;;partial;8494;26;5000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
17073;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8495;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17074;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8496;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17075;05/02/2021;28/02/2021;68492;0;0;3992;72484;;;due;8497;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;47484
17076;05/02/2021;28/02/2021;86008;0;0;3992;90000;;;due;8498;26;;3;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;45000
17077;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;8499;26;;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;0
17078;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8500;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17079;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8501;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17080;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8502;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17081;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;8503;26;;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;0
17082;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8504;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17083;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8505;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17084;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8506;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17085;05/02/2021;28/02/2021;53008;0;0;3992;57000;;;due;8507;26;;3;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;12000
17086;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8508;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17087;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8509;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17088;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8510;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17089;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8511;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17090;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8512;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
17091;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8513;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17092;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8514;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17093;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8515;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17094;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8516;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17095;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8517;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17096;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8518;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17097;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8519;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17098;05/02/2021;28/02/2021;79341;0;0;3992;83333;;;due;8520;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;58333
17099;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;8521;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;12000
17100;05/02/2021;28/02/2021;25847;0;0;3992;29839;;;due;8522;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;4839
17101;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;8523;26;;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;0
17102;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;8524;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;50000
17103;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8525;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17104;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8526;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17105;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8527;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17106;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8528;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17107;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8529;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17108;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8530;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17109;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8531;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17110;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;8532;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;50000
17111;05/02/2021;28/02/2021;118008;0;0;3992;122000;;;due;8533;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;67000
17112;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8534;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17113;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8535;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17114;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8536;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
17115;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8537;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17116;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8538;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17117;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8539;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17118;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;8540;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;25000
17119;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8541;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
17120;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8542;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17121;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8543;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17122;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8544;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17123;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;8545;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;25000
17124;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8546;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17125;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8547;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17126;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8548;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17127;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8549;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17128;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8550;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
17129;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8551;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17130;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8552;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17131;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8553;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17132;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8554;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17133;05/02/2021;28/02/2021;66008;0;0;3992;70000;;;due;8555;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;45000
17134;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8556;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17135;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8557;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17136;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;8558;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;12000
17137;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8559;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17138;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8560;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17139;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8561;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17140;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8562;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17141;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8563;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17142;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8564;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17143;05/02/2021;28/02/2021;156008;0;0;3992;160000;;;due;8565;26;;3;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;80000
17144;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;8566;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;12000
17145;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8567;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17146;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8568;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
17147;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8569;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17148;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8570;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17149;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;8571;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;50000
17150;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8572;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
17151;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;8573;26;;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;0
17152;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;8574;26;;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;0
17153;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8575;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17154;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8576;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17155;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8577;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17156;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8578;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17157;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8579;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17158;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8580;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17159;05/02/2021;28/02/2021;106008;0;0;3992;110000;;;due;8581;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;55000
17160;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8582;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17161;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8583;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17162;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8584;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17163;05/02/2021;28/02/2021;-3992;0;0;3992;0;Cash;;paid;8585;26;80000;2;yes;0;%;Villanueva;Television;10Megas;no;2;no;Activo;0;0
17164;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8586;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17165;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8587;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17166;05/02/2021;28/02/2021;126008;0;0;3992;130000;;;due;8588;26;;4;yes;0;%;Villanueva;Television;5Megas;2;0;no;Activo;0;65000
17167;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8589;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17168;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8590;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
17169;05/02/2021;28/02/2021;76008;0;0;3992;80000;;;due;8591;26;;2;yes;0;%;Villanueva;Television;10Megas;no;0;no;Activo;0;0
17170;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8592;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17171;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8593;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17172;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8594;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17173;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8595;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17174;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8596;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17175;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8597;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17176;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8598;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17177;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8599;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17178;05/02/2021;28/02/2021;63008;0;0;3992;67000;;;due;8600;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;12000
17179;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8601;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17180;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8602;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17181;05/02/2021;28/02/2021;106008;0;0;3992;110000;;;due;8603;26;;3;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;55000
17182;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;8604;26;20000;3;yes;0;%;Villanueva;Television;3Megas;no;2;no;Activo;0;0
17183;05/02/2021;28/02/2021;26008;0;0;3992;30000;Cash;;partial;8605;26;25000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
17184;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8606;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17185;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8607;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17186;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8608;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17187;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8609;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17188;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8610;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17189;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8611;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
17190;05/02/2021;28/02/2021;21008;0;0;3992;25000;Cash;;partial;8612;26;30000;2;yes;0;%;Villanueva;Television;5Megas;no;2;no;Activo;0;0
17191;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8613;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17192;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8614;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17193;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8615;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17194;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8616;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17195;05/02/2021;28/02/2021;21008;0;0;3992;25000;;;due;8617;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;0
17196;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8618;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
17197;05/02/2021;28/02/2021;51008;0;0;3992;55000;;;due;8619;26;;2;yes;0;%;Villanueva;Television;5Megas;no;0;no;Activo;0;0
17198;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;8620;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Activo;0;25000
17199;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;8621;26;;2;yes;0;%;Villanueva;Television;3Megas;no;0;no;Activo;0;0
